year,month,day,exercise,set #,reps,weight
2022,9,18,straight arm pulldown,2,10.0,10.0
2022,9,18,straight arm pulldown,3,7.0,10.0
2022,9,18,straight arm pulldown,4,0.0,0.0
2022,9,20,backsquats,1,5.0,85.0
2022,9,20,backsquats,2,5.0,85.0
2022,9,20,backsquats,3,5.0,80.0
2022,9,20,backsquats,4,5.0,80.0
2022,9,20,hypers,1,15.0,44.0
2022,9,20,hypers,2,13.0,44.0
2022,9,20,hypers,3,10.0,44.0
2022,9,20,hypers,4,0.0,0.0
2022,9,20,leg curls,1,11.0,15.0
2022,9,20,leg curls,2,7.0,15.0
2022,9,20,leg curls,3,7.0,15.0
2022,9,20,leg curls,4,0.0,0.0
2022,9,20,leg extensions,1,10.0,40.0
2022,9,20,leg extensions,2,11.0,35.0
2022,9,20,leg extensions,3,10.0,35.0
2022,9,20,leg extensions,4,0.0,0.0
2022,9,23,dips,1,10.0,0.0
2022,9,23,dips,2,6.0,0.0
2022,9,23,dips,3,5.0,0.0
2022,9,23,dips,4,0.0,0.0
2022,9,23,one arm lat pulldown,1,7.0,35.0
2022,9,23,one arm lat pulldown,2,10.0,30.0
2022,9,23,one arm lat pulldown,3,9.0,30.0
2022,9,23,one arm lat pulldown,4,0.0,0.0
2022,9,23,push ups,1,6.0,22.5
2022,9,23,push ups,2,5.0,22.5
2022,9,23,push ups,3,5.0,20.0
2022,9,23,push ups,4,5.0,20.0
2022,9,23,side lateral,1,13.0,5.0
2022,9,23,side lateral,2,13.0,5.0
2022,9,23,side lateral,3,12.0,5.0
2022,9,23,side lateral,4,0.0,0.0
2022,9,23,tricep extensions,1,11.0,0.0
2022,9,23,tricep extensions,2,9.0,0.0
2022,9,23,tricep extensions,3,9.0,0.0
2022,9,23,tricep extensions,4,0.0,0.0
2022,9,23,trx rows,1,11.0,15.0
2022,9,23,trx rows,2,8.0,10.0
2022,9,23,trx rows,3,8.0,0.0
2022,9,23,trx rows,4,0.0,0.0
2022,9,26,atg heel elevated squat,1,0.0,0.0
2022,9,26,atg heel elevated squat,2,0.0,0.0
2022,9,26,atg heel elevated squat,3,0.0,0.0
2022,9,26,atg heel elevated squat,4,0.0,0.0
2022,9,26,db curls,1,10.0,14.5
2022,9,26,db curls,2,8.0,14.5
2022,9,26,db curls,3,8.0,14.5
2022,9,26,db curls,4,0.0,0.0
2022,9,26,delt row,1,13.0,10.0
2022,9,26,delt row,2,10.0,10.0
2022,9,26,delt row,3,12.0,0.0
2022,9,26,delt row,4,0.0,0.0
2022,9,26,hamstring curls,1,0.0,0.0
2022,9,26,hamstring curls,2,0.0,0.0
2022,9,26,hamstring curls,3,,0.0
2022,9,26,hamstring curls,4,0.0,0.0
2022,9,26,overhead press,1,6.0,42.5
2022,9,26,overhead press,2,5.0,42.5
2022,9,26,overhead press,3,5.0,40.0
2022,9,26,overhead press,4,0.0,0.0
2022,9,26,pull ups*,1,7.0,10.0
2022,9,26,pull ups*,2,6.0,10.0
2022,9,26,pull ups*,3,5.0,10.0
2022,9,26,pull ups*,4,0.0,0.0
2022,9,26,ring push ups,1,9.0,0.0
2022,9,26,ring push ups,2,7.0,0.0
2022,9,26,ring push ups,3,5.0,0.0
2022,9,26,ring push ups,4,5.0,0.0
2022,9,26,squat (pause),1,5.0,80.0
2022,9,26,squat (pause),2,5.0,75.0
2022,9,26,squat (pause),3,5.0,75.0
2022,9,26,squat (pause),4,0.0,0.0
2022,9,26,straight arm pulldown,1,11.0,10.0
2022,9,26,straight arm pulldown,2,10.0,10.0
2022,9,26,straight arm pulldown,3,9.0,10.0
2022,9,26,straight arm pulldown,4,0.0,0.0
2022,9,26,sumo dl,1,4.0,120.0
2022,9,26,sumo dl,2,6.0,110.0
2022,9,26,sumo dl,3,5.0,110.0
2022,9,26,sumo dl,4,6.0,105.0
2022,9,30,backsquats,1,5.0,90.0
2022,9,30,backsquats,2,5.0,85.0
2022,9,30,backsquats,3,5.0,85.0
2022,9,30,backsquats,4,5.0,80.0
2022,9,30,hypers,1,16.0,44.0
2022,9,30,hypers,2,13.0,44.0
2022,9,30,hypers,3,10.0,44.0
2022,9,30,hypers,4,0.0,0.0
2022,9,30,leg curls,1,0.0,0.0
2022,9,30,leg curls,2,0.0,0.0
2022,9,30,leg curls,3,0.0,0.0
2022,9,30,leg curls,4,0.0,0.0
2022,9,30,leg extensions,1,0.0,0.0
2022,9,30,leg extensions,2,0.0,0.0
2022,9,30,leg extensions,3,0.0,0.0
2022,9,30,leg extensions,4,0.0,0.0
2022,10,4,dips,1,11.0,0.0
2022,10,4,dips,2,7.0,0.0
2022,10,4,dips,3,6.0,0.0
2022,10,4,dips,4,0.0,0.0
2022,10,4,one arm lat pulldown,1,7.0,35.0
2022,10,4,one arm lat pulldown,2,10.0,30.0
2022,10,4,one arm lat pulldown,3,9.0,30.0
2022,10,4,one arm lat pulldown,4,0.0,0.0
2022,10,4,push ups,1,6.0,22.5
2022,10,4,push ups,2,5.0,22.5
2022,10,4,push ups,3,5.0,20.0
2022,10,4,push ups,4,5.0,20.0
2022,10,4,side lateral,1,15.0,5.0
2022,10,4,side lateral,2,14.0,5.0
2022,10,4,side lateral,3,12.0,5.0
2022,10,4,side lateral,4,0.0,0.0
2022,10,4,tricep extensions,1,10.0,0.0
2022,10,4,tricep extensions,2,9.0,0.0
2022,10,4,tricep extensions,3,8.0,0.0
2022,10,4,tricep extensions,4,0.0,0.0
2022,10,4,trx rows,1,12.0,15.0
2022,10,4,trx rows,2,8.0,10.0
2022,10,4,trx rows,3,9.0,0.0
2022,10,4,trx rows,4,0.0,0.0
2022,10,6,atg heel elevated squat,1,0.0,0.0
2022,10,6,atg heel elevated squat,2,0.0,0.0
2022,10,6,atg heel elevated squat,3,0.0,0.0
2022,10,6,atg heel elevated squat,4,0.0,0.0
2022,10,6,hamstring curls,1,0.0,0.0
2022,10,6,hamstring curls,2,0.0,0.0
2022,10,6,hamstring curls,3,0.0,0.0
2022,10,6,hamstring curls,4,0.0,0.0
2022,10,6,squat (pause),1,5.0,80.0
2022,10,6,squat (pause),2,6.0,75.0
2022,10,6,squat (pause),3,5.0,75.0
2022,10,6,squat (pause),4,0.0,0.0
2022,10,6,sumo dl,1,5.0,120.0
2022,10,6,sumo dl,2,5.0,115.0
2022,10,6,sumo dl,3,5.0,110.0
2022,10,6,sumo dl,4,6.0,105.0
2022,10,9,chin ups,1,6.0,10.0
2022,10,9,chin ups,2,6.0,10.0
2022,10,9,chin ups,3,5.0,10.0
2022,10,9,chin ups,4,0.0,0.0
2022,10,9,db curls,1,9.0,14.5
2022,10,9,db curls,2,8.0,14.5
2022,10,9,db curls,3,8.0,14.5
2022,10,9,db curls,4,0.0,0.0
2022,10,9,delt row,1,13.0,10.0
2022,10,9,delt row,2,10.0,10.0
2022,10,9,delt row,3,15.0,0.0
2022,10,9,delt row,4,0.0,0.0
2022,10,9,overhead press,1,6.0,42.5
2022,10,9,overhead press,2,5.0,42.5
2022,10,9,overhead press,3,5.0,40.0
2022,10,9,overhead press,4,0.0,0.0
2022,10,9,ring push ups,1,9.0,0.0
2022,10,9,ring push ups,2,6.0,0.0
2022,10,9,ring push ups,3,5.0,0.0
2022,10,9,ring push ups,4,5.0,0.0
2022,10,9,straight arm pulldown,1,14.0,0.0
2022,10,9,straight arm pulldown,2,13.0,0.0
2022,10,9,straight arm pulldown,3,14.0,0.0
2022,10,9,straight arm pulldown,4,0.0,0.0
2022,10,12,backsquats,1,5.0,90.0
2022,10,12,backsquats,2,5.0,85.0
2022,10,12,backsquats,3,5.0,85.0
2022,10,12,backsquats,4,6.0,80.0
2022,10,12,good mornings,1,16.0,60.0
2022,10,12,good mornings,2,15.0,60.0
2022,10,12,good mornings,3,14.0,60.0
2022,10,12,good mornings,4,0.0,0.0
2022,10,12,hypers,1,25.0,0.0
2022,10,12,hypers,2,25.0,0.0
2022,10,12,hypers,3,25.0,0.0
2022,10,12,hypers,4,0.0,0.0
2022,10,14,dips,1,11.0,0.0
2022,10,14,dips,2,7.0,0.0
2022,10,14,dips,3,6.0,0.0
2022,10,14,dips,4,0.0,0.0
2022,10,14,lat pulldown,1,20.0,0.0
2022,10,14,lat pulldown,2,16.0,0.0
2022,10,14,lat pulldown,3,16.0,0.0
2022,10,14,lat pulldown,4,0.0,0.0
2022,10,14,push ups,1,5.0,22.5
2022,10,14,push ups,2,5.0,22.5
2022,10,14,push ups,3,5.0,20.0
2022,10,14,push ups,4,5.0,17.5
2022,10,14,side lateral,1,15.0,5.0
2022,10,14,side lateral,2,14.0,5.0
2022,10,14,side lateral,3,12.0,5.0
2022,10,14,side lateral,4,0.0,0.0
2022,10,14,tricep extensions,1,10.0,0.0
2022,10,14,tricep extensions,2,10.0,0.0
2022,10,14,tricep extensions,3,9.0,0.0
2022,10,14,tricep extensions,4,0.0,0.0
2022,10,14,trx rows,1,11.0,15.0
2022,10,14,trx rows,2,10.0,10.0
2022,10,14,trx rows,3,10.0,0.0
2022,10,14,trx rows,4,0.0,0.0
2022,10,16,squat (pause),1,5.0,75.0
2022,10,16,squat (pause),2,5.0,75.0
2022,10,16,squat (pause),3,5.0,75.0
2022,10,16,squat (pause),4,0.0,0.0
2022,10,16,sumo dl,1,5.0,120.0
2022,10,16,sumo dl,2,6.0,110.0
2022,10,16,sumo dl,3,5.0,110.0
2022,10,16,sumo dl,4,6.0,105.0
2022,10,18,chin ups,1,6.0,10.0
2022,10,18,chin ups,2,6.0,10.0
2022,10,18,chin ups,3,5.0,10.0
2022,10,18,chin ups,4,0.0,0.0
2022,10,18,db curls,1,9.0,14.5
2022,10,18,db curls,2,8.0,14.5
2022,10,18,db curls,3,7.0,14.5
2022,10,18,db curls,4,0.0,0.0
2022,10,18,delt row,1,16.0,0.0
2022,10,18,delt row,2,13.0,0.0
2022,10,18,delt row,3,12.0,0.0
2022,10,18,delt row,4,0.0,0.0
2022,10,18,overhead press,1,6.0,42.5
2022,10,18,overhead press,2,5.0,42.5
2022,10,18,overhead press,3,5.0,40.0
2022,10,18,overhead press,4,0.0,0.0
2022,10,18,pullover,1,10.0,14.5
2022,10,18,pullover,2,10.0,14.5
2022,10,18,pullover,3,10.0,14.5
2022,10,18,pullover,4,0.0,0.0
2022,10,18,ring push ups,1,9.0,0.0
2022,10,18,ring push ups,2,6.0,0.0
2022,10,18,ring push ups,3,5.0,0.0
2022,10,18,ring push ups,4,5.0,0.0
2022,10,20,backsquats,1,5.0,90.0
2022,10,20,backsquats,2,5.0,85.0
2022,10,20,backsquats,3,5.0,85.0
2022,10,20,backsquats,4,6.0,80.0
2022,10,20,good mornings,1,16.0,60.0
2022,10,20,good mornings,2,16.0,60.0
2022,10,20,good mornings,3,15.0,60.0
2022,10,20,good mornings,4,0.0,0.0
2022,10,22,bw pullups,1,8.0,0.0
2022,10,22,bw pullups,2,8.0,0.0
2022,10,22,bw pullups,3,8.0,0.0
2022,10,22,bw pullups,4,0.0,0.0
2022,10,22,dips,1,11.0,0.0
2022,10,22,dips,2,6.0,0.0
2022,10,22,dips,3,5.0,0.0
2022,10,22,dips,4,0.0,0.0
2022,10,22,push ups,1,5.0,22.5
2022,10,22,push ups,2,5.0,22.5
2022,10,22,push ups,3,5.0,20.0
2022,10,22,push ups,4,7.0,10.0
2022,10,22,side lateral,1,15.0,5.0
2022,10,22,side lateral,2,13.0,5.0
2022,10,22,side lateral,3,12.0,5.0
2022,10,22,side lateral,4,0.0,0.0
2022,10,22,tricep extensions,1,10.0,0.0
2022,10,22,tricep extensions,2,9.0,0.0
2022,10,22,tricep extensions,3,9.0,0.0
2022,10,22,tricep extensions,4,0.0,0.0
2022,10,22,trx rows,1,13.0,10.0
2022,10,22,trx rows,2,10.0,10.0
2022,10,22,trx rows,3,10.0,0.0
2022,10,22,trx rows,4,0.0,0.0
2022,10,24,atg heel elevated squat,1,0.0,0.0
2022,10,24,atg heel elevated squat,2,0.0,0.0
2022,10,24,atg heel elevated squat,3,0.0,0.0
2022,10,24,atg heel elevated squat,4,0.0,0.0
2022,10,24,barbell hacksquat,1,6.0,80.0
2022,10,24,barbell hacksquat,2,5.0,90.0
2022,10,24,barbell hacksquat,3,5.0,90.0
2022,10,24,barbell hacksquat,4,0.0,0.0
2022,10,24,hamstring curls,1,0.0,0.0
2022,10,24,hamstring curls,2,0.0,0.0
2022,10,24,hamstring curls,3,0.0,0.0
2022,10,24,hamstring curls,4,0.0,0.0
2022,10,24,sumo dl,1,5.0,110.0
2022,10,24,sumo dl,2,4.0,120.0
2022,10,24,sumo dl,3,5.0,110.0
2022,10,24,sumo dl,4,6.0,105.0
