,effectivity,deep sleep,quality sleep,time asleep,time awake,exercise,set #,reps,weight,bodyweight,date
1880,"100,0",10277000000000.0,19872000000000.0,26160000000000.0,0.0,inverted delt rows,2.0,9.0,10.0,82.23,2022-09-18
1881,"100,0",10277000000000.0,19872000000000.0,26160000000000.0,0.0,inverted delt rows,3.0,9.0,0.0,82.23,2022-09-18
1882,"100,0",10277000000000.0,19872000000000.0,26160000000000.0,0.0,overhead press,1.0,6.0,42.5,82.23,2022-09-18
1883,"100,0",10277000000000.0,19872000000000.0,26160000000000.0,0.0,overhead press,2.0,4.0,42.5,82.23,2022-09-18
1884,"100,0",10277000000000.0,19872000000000.0,26160000000000.0,0.0,overhead press,3.0,5.0,40.0,82.23,2022-09-18
1885,"100,0",10277000000000.0,19872000000000.0,26160000000000.0,0.0,ring push ups,1.0,9.0,0.0,82.23,2022-09-18
1886,"100,0",10277000000000.0,19872000000000.0,26160000000000.0,0.0,ring push ups,2.0,6.0,0.0,82.23,2022-09-18
1887,"100,0",10277000000000.0,19872000000000.0,26160000000000.0,0.0,ring push ups,3.0,5.0,0.0,82.23,2022-09-18
1888,"100,0",10277000000000.0,19872000000000.0,26160000000000.0,0.0,ring push ups,4.0,4.0,0.0,82.23,2022-09-18
1889,"100,0",10277000000000.0,19872000000000.0,26160000000000.0,0.0,straight arm pulldown,1.0,11.0,10.0,82.23,2022-09-18
1890,"100,0",10277000000000.0,19872000000000.0,26160000000000.0,0.0,straight arm pulldown,2.0,10.0,10.0,82.23,2022-09-18
1891,"100,0",10277000000000.0,19872000000000.0,26160000000000.0,0.0,straight arm pulldown,3.0,7.0,10.0,82.23,2022-09-18
1893,"96,7",6401000000000.0,17361000000000.0,26520000000000.0,900000000000.0,squats,1.0,5.0,85.0,81.7,2022-09-20
1894,"96,7",6401000000000.0,17361000000000.0,26520000000000.0,900000000000.0,squats,2.0,5.0,85.0,81.7,2022-09-20
1895,"96,7",6401000000000.0,17361000000000.0,26520000000000.0,900000000000.0,squats,3.0,5.0,80.0,81.7,2022-09-20
1896,"96,7",6401000000000.0,17361000000000.0,26520000000000.0,900000000000.0,squats,4.0,5.0,80.0,81.7,2022-09-20
1897,"96,7",6401000000000.0,17361000000000.0,26520000000000.0,900000000000.0,hyperextensions,1.0,15.0,44.0,81.7,2022-09-20
1898,"96,7",6401000000000.0,17361000000000.0,26520000000000.0,900000000000.0,hyperextensions,2.0,13.0,44.0,81.7,2022-09-20
1899,"96,7",6401000000000.0,17361000000000.0,26520000000000.0,900000000000.0,hyperextensions,3.0,10.0,44.0,81.7,2022-09-20
1900,"96,7",6401000000000.0,17361000000000.0,26520000000000.0,900000000000.0,hamstring curls,1.0,11.0,15.0,81.7,2022-09-20
1901,"96,7",6401000000000.0,17361000000000.0,26520000000000.0,900000000000.0,hamstring curls,2.0,7.0,15.0,81.7,2022-09-20
1902,"96,7",6401000000000.0,17361000000000.0,26520000000000.0,900000000000.0,hamstring curls,3.0,7.0,15.0,81.7,2022-09-20
1903,"96,7",6401000000000.0,17361000000000.0,26520000000000.0,900000000000.0,leg extensions,1.0,10.0,40.0,81.7,2022-09-20
1904,"96,7",6401000000000.0,17361000000000.0,26520000000000.0,900000000000.0,leg extensions,2.0,11.0,35.0,81.7,2022-09-20
1905,"96,7",6401000000000.0,17361000000000.0,26520000000000.0,900000000000.0,leg extensions,3.0,10.0,35.0,81.7,2022-09-20
1908,"100,0",5458000000000.0,21303000000000.0,28200000000000.0,0.0,dips,1.0,10.0,0.0,81.24,2022-09-23
1909,"100,0",5458000000000.0,21303000000000.0,28200000000000.0,0.0,dips,2.0,6.0,0.0,81.24,2022-09-23
1910,"100,0",5458000000000.0,21303000000000.0,28200000000000.0,0.0,dips,3.0,5.0,0.0,81.24,2022-09-23
1911,"100,0",5458000000000.0,21303000000000.0,28200000000000.0,0.0,one arm lat pulldown,1.0,7.0,35.0,81.24,2022-09-23
1912,"100,0",5458000000000.0,21303000000000.0,28200000000000.0,0.0,one arm lat pulldown,2.0,10.0,30.0,81.24,2022-09-23
1913,"100,0",5458000000000.0,21303000000000.0,28200000000000.0,0.0,one arm lat pulldown,3.0,9.0,30.0,81.24,2022-09-23
1914,"100,0",5458000000000.0,21303000000000.0,28200000000000.0,0.0,push ups,1.0,6.0,22.5,81.24,2022-09-23
1915,"100,0",5458000000000.0,21303000000000.0,28200000000000.0,0.0,push ups,2.0,5.0,22.5,81.24,2022-09-23
1916,"100,0",5458000000000.0,21303000000000.0,28200000000000.0,0.0,push ups,3.0,5.0,20.0,81.24,2022-09-23
1917,"100,0",5458000000000.0,21303000000000.0,28200000000000.0,0.0,push ups,4.0,5.0,20.0,81.24,2022-09-23
1918,"100,0",5458000000000.0,21303000000000.0,28200000000000.0,0.0,side lateral,1.0,13.0,5.0,81.24,2022-09-23
1919,"100,0",5458000000000.0,21303000000000.0,28200000000000.0,0.0,side lateral,2.0,13.0,5.0,81.24,2022-09-23
1920,"100,0",5458000000000.0,21303000000000.0,28200000000000.0,0.0,side lateral,3.0,12.0,5.0,81.24,2022-09-23
1921,"100,0",5458000000000.0,21303000000000.0,28200000000000.0,0.0,tricep extensions,1.0,11.0,0.0,81.24,2022-09-23
1922,"100,0",5458000000000.0,21303000000000.0,28200000000000.0,0.0,tricep extensions,2.0,9.0,0.0,81.24,2022-09-23
1923,"100,0",5458000000000.0,21303000000000.0,28200000000000.0,0.0,tricep extensions,3.0,9.0,0.0,81.24,2022-09-23
1924,"100,0",5458000000000.0,21303000000000.0,28200000000000.0,0.0,inverted rows,1.0,11.0,15.0,81.24,2022-09-23
1925,"100,0",5458000000000.0,21303000000000.0,28200000000000.0,0.0,inverted rows,2.0,8.0,10.0,81.24,2022-09-23
1926,"100,0",5458000000000.0,21303000000000.0,28200000000000.0,0.0,inverted rows,3.0,8.0,0.0,81.24,2022-09-23
1929,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,db curls,1.0,10.0,14.5,81.10499999999999,2022-09-26
1930,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,db curls,2.0,8.0,14.5,81.10499999999999,2022-09-26
1931,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,db curls,3.0,8.0,14.5,81.10499999999999,2022-09-26
1932,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,inverted delt rows,1.0,13.0,10.0,81.10499999999999,2022-09-26
1933,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,inverted delt rows,2.0,10.0,10.0,81.10499999999999,2022-09-26
1934,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,inverted delt rows,3.0,12.0,0.0,81.10499999999999,2022-09-26
1935,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,hamstring curls,3.0,,0.0,81.10499999999999,2022-09-26
1936,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,overhead press,1.0,6.0,42.5,81.10499999999999,2022-09-26
1937,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,overhead press,2.0,5.0,42.5,81.10499999999999,2022-09-26
1938,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,overhead press,3.0,5.0,40.0,81.10499999999999,2022-09-26
1939,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,pull ups,1.0,7.0,10.0,81.10499999999999,2022-09-26
1940,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,pull ups,2.0,6.0,10.0,81.10499999999999,2022-09-26
1941,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,pull ups,3.0,5.0,10.0,81.10499999999999,2022-09-26
1942,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,ring push ups,1.0,9.0,0.0,81.10499999999999,2022-09-26
1943,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,ring push ups,2.0,7.0,0.0,81.10499999999999,2022-09-26
1944,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,ring push ups,3.0,5.0,0.0,81.10499999999999,2022-09-26
1945,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,ring push ups,4.0,5.0,0.0,81.10499999999999,2022-09-26
1946,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,squat (pause),1.0,5.0,80.0,81.10499999999999,2022-09-26
1947,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,squat (pause),2.0,5.0,75.0,81.10499999999999,2022-09-26
1948,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,squat (pause),3.0,5.0,75.0,81.10499999999999,2022-09-26
1949,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,straight arm pulldown,1.0,11.0,10.0,81.10499999999999,2022-09-26
1950,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,straight arm pulldown,2.0,10.0,10.0,81.10499999999999,2022-09-26
1951,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,straight arm pulldown,3.0,9.0,10.0,81.10499999999999,2022-09-26
1952,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,sumo dl,1.0,4.0,120.0,81.10499999999999,2022-09-26
1953,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,sumo dl,2.0,6.0,110.0,81.10499999999999,2022-09-26
1954,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,sumo dl,3.0,5.0,110.0,81.10499999999999,2022-09-26
1955,"89,4",11448000000000.0,23193000000000.0,29940000000000.0,3540000000000.0,sumo dl,4.0,6.0,105.0,81.10499999999999,2022-09-26
1959,"93,2",9290000000000.0,20698000000000.0,28800000000000.0,2100000000000.0,squats,1.0,5.0,90.0,80.65,2022-09-30
1960,"93,2",9290000000000.0,20698000000000.0,28800000000000.0,2100000000000.0,squats,2.0,5.0,85.0,80.65,2022-09-30
1961,"93,2",9290000000000.0,20698000000000.0,28800000000000.0,2100000000000.0,squats,3.0,5.0,85.0,80.65,2022-09-30
1962,"93,2",9290000000000.0,20698000000000.0,28800000000000.0,2100000000000.0,squats,4.0,5.0,80.0,80.65,2022-09-30
1963,"93,2",9290000000000.0,20698000000000.0,28800000000000.0,2100000000000.0,hyperextensions,1.0,16.0,44.0,80.65,2022-09-30
1964,"93,2",9290000000000.0,20698000000000.0,28800000000000.0,2100000000000.0,hyperextensions,2.0,13.0,44.0,80.65,2022-09-30
1965,"93,2",9290000000000.0,20698000000000.0,28800000000000.0,2100000000000.0,hyperextensions,3.0,10.0,44.0,80.65,2022-09-30
1969,"94,7",11172000000000.0,20214000000000.0,28860000000000.0,1620000000000.0,dips,1.0,11.0,0.0,81.32,2022-10-04
1970,"94,7",11172000000000.0,20214000000000.0,28860000000000.0,1620000000000.0,dips,2.0,7.0,0.0,81.32,2022-10-04
1971,"94,7",11172000000000.0,20214000000000.0,28860000000000.0,1620000000000.0,dips,3.0,6.0,0.0,81.32,2022-10-04
1972,"94,7",11172000000000.0,20214000000000.0,28860000000000.0,1620000000000.0,one arm lat pulldown,1.0,7.0,35.0,81.32,2022-10-04
1973,"94,7",11172000000000.0,20214000000000.0,28860000000000.0,1620000000000.0,one arm lat pulldown,2.0,10.0,30.0,81.32,2022-10-04
1974,"94,7",11172000000000.0,20214000000000.0,28860000000000.0,1620000000000.0,one arm lat pulldown,3.0,9.0,30.0,81.32,2022-10-04
1975,"94,7",11172000000000.0,20214000000000.0,28860000000000.0,1620000000000.0,push ups,1.0,6.0,22.5,81.32,2022-10-04
1976,"94,7",11172000000000.0,20214000000000.0,28860000000000.0,1620000000000.0,push ups,2.0,5.0,22.5,81.32,2022-10-04
1977,"94,7",11172000000000.0,20214000000000.0,28860000000000.0,1620000000000.0,push ups,3.0,5.0,20.0,81.32,2022-10-04
1978,"94,7",11172000000000.0,20214000000000.0,28860000000000.0,1620000000000.0,push ups,4.0,5.0,20.0,81.32,2022-10-04
1979,"94,7",11172000000000.0,20214000000000.0,28860000000000.0,1620000000000.0,side lateral,1.0,15.0,5.0,81.32,2022-10-04
1980,"94,7",11172000000000.0,20214000000000.0,28860000000000.0,1620000000000.0,side lateral,2.0,14.0,5.0,81.32,2022-10-04
1981,"94,7",11172000000000.0,20214000000000.0,28860000000000.0,1620000000000.0,side lateral,3.0,12.0,5.0,81.32,2022-10-04
1982,"94,7",11172000000000.0,20214000000000.0,28860000000000.0,1620000000000.0,tricep extensions,1.0,10.0,0.0,81.32,2022-10-04
1983,"94,7",11172000000000.0,20214000000000.0,28860000000000.0,1620000000000.0,tricep extensions,2.0,9.0,0.0,81.32,2022-10-04
1984,"94,7",11172000000000.0,20214000000000.0,28860000000000.0,1620000000000.0,tricep extensions,3.0,8.0,0.0,81.32,2022-10-04
1985,"94,7",11172000000000.0,20214000000000.0,28860000000000.0,1620000000000.0,inverted rows,1.0,12.0,15.0,81.32,2022-10-04
1986,"94,7",11172000000000.0,20214000000000.0,28860000000000.0,1620000000000.0,inverted rows,2.0,8.0,10.0,81.32,2022-10-04
1987,"94,7",11172000000000.0,20214000000000.0,28860000000000.0,1620000000000.0,inverted rows,3.0,9.0,0.0,81.32,2022-10-04
1989,"98,3",9080000000000.0,19458000000000.0,27240000000000.0,480000000000.0,squat (pause),1.0,5.0,80.0,81.53,2022-10-06
1990,"98,3",9080000000000.0,19458000000000.0,27240000000000.0,480000000000.0,squat (pause),2.0,6.0,75.0,81.53,2022-10-06
1991,"98,3",9080000000000.0,19458000000000.0,27240000000000.0,480000000000.0,squat (pause),3.0,5.0,75.0,81.53,2022-10-06
1992,"98,3",9080000000000.0,19458000000000.0,27240000000000.0,480000000000.0,sumo dl,1.0,5.0,120.0,81.53,2022-10-06
1993,"98,3",9080000000000.0,19458000000000.0,27240000000000.0,480000000000.0,sumo dl,2.0,5.0,115.0,81.53,2022-10-06
1994,"98,3",9080000000000.0,19458000000000.0,27240000000000.0,480000000000.0,sumo dl,3.0,5.0,110.0,81.53,2022-10-06
1995,"98,3",9080000000000.0,19458000000000.0,27240000000000.0,480000000000.0,sumo dl,4.0,6.0,105.0,81.53,2022-10-06
1998,"96,7",10800000000000.0,18403000000000.0,24300000000000.0,840000000000.0,chin ups,1.0,6.0,10.0,,2022-10-09
1999,"96,7",10800000000000.0,18403000000000.0,24300000000000.0,840000000000.0,chin ups,2.0,6.0,10.0,,2022-10-09
2000,"96,7",10800000000000.0,18403000000000.0,24300000000000.0,840000000000.0,chin ups,3.0,5.0,10.0,,2022-10-09
2001,"96,7",10800000000000.0,18403000000000.0,24300000000000.0,840000000000.0,db curls,1.0,9.0,14.5,,2022-10-09
2002,"96,7",10800000000000.0,18403000000000.0,24300000000000.0,840000000000.0,db curls,2.0,8.0,14.5,,2022-10-09
2003,"96,7",10800000000000.0,18403000000000.0,24300000000000.0,840000000000.0,db curls,3.0,8.0,14.5,,2022-10-09
2004,"96,7",10800000000000.0,18403000000000.0,24300000000000.0,840000000000.0,inverted delt rows,1.0,13.0,10.0,,2022-10-09
2005,"96,7",10800000000000.0,18403000000000.0,24300000000000.0,840000000000.0,inverted delt rows,2.0,10.0,10.0,,2022-10-09
2006,"96,7",10800000000000.0,18403000000000.0,24300000000000.0,840000000000.0,inverted delt rows,3.0,15.0,0.0,,2022-10-09
2007,"96,7",10800000000000.0,18403000000000.0,24300000000000.0,840000000000.0,overhead press,1.0,6.0,42.5,,2022-10-09
2008,"96,7",10800000000000.0,18403000000000.0,24300000000000.0,840000000000.0,overhead press,2.0,5.0,42.5,,2022-10-09
2009,"96,7",10800000000000.0,18403000000000.0,24300000000000.0,840000000000.0,overhead press,3.0,5.0,40.0,,2022-10-09
2010,"96,7",10800000000000.0,18403000000000.0,24300000000000.0,840000000000.0,ring push ups,1.0,9.0,0.0,,2022-10-09
2011,"96,7",10800000000000.0,18403000000000.0,24300000000000.0,840000000000.0,ring push ups,2.0,6.0,0.0,,2022-10-09
2012,"96,7",10800000000000.0,18403000000000.0,24300000000000.0,840000000000.0,ring push ups,3.0,5.0,0.0,,2022-10-09
2013,"96,7",10800000000000.0,18403000000000.0,24300000000000.0,840000000000.0,ring push ups,4.0,5.0,0.0,,2022-10-09
2014,"96,7",10800000000000.0,18403000000000.0,24300000000000.0,840000000000.0,straight arm pulldown,1.0,14.0,0.0,,2022-10-09
2015,"96,7",10800000000000.0,18403000000000.0,24300000000000.0,840000000000.0,straight arm pulldown,2.0,13.0,0.0,,2022-10-09
2016,"96,7",10800000000000.0,18403000000000.0,24300000000000.0,840000000000.0,straight arm pulldown,3.0,14.0,0.0,,2022-10-09
2019,"94,1",12312000000000.0,22518000000000.0,30780000000000.0,1920000000000.0,squats,1.0,5.0,90.0,,2022-10-12
2020,"94,1",12312000000000.0,22518000000000.0,30780000000000.0,1920000000000.0,squats,2.0,5.0,85.0,,2022-10-12
2021,"94,1",12312000000000.0,22518000000000.0,30780000000000.0,1920000000000.0,squats,3.0,5.0,85.0,,2022-10-12
2022,"94,1",12312000000000.0,22518000000000.0,30780000000000.0,1920000000000.0,squats,4.0,6.0,80.0,,2022-10-12
2023,"94,1",12312000000000.0,22518000000000.0,30780000000000.0,1920000000000.0,good mornings,1.0,16.0,60.0,,2022-10-12
2024,"94,1",12312000000000.0,22518000000000.0,30780000000000.0,1920000000000.0,good mornings,2.0,15.0,60.0,,2022-10-12
2025,"94,1",12312000000000.0,22518000000000.0,30780000000000.0,1920000000000.0,good mornings,3.0,14.0,60.0,,2022-10-12
2026,"94,1",12312000000000.0,22518000000000.0,30780000000000.0,1920000000000.0,hyperextensions,1.0,25.0,0.0,,2022-10-12
2027,"94,1",12312000000000.0,22518000000000.0,30780000000000.0,1920000000000.0,hyperextensions,2.0,25.0,0.0,,2022-10-12
2028,"94,1",12312000000000.0,22518000000000.0,30780000000000.0,1920000000000.0,hyperextensions,3.0,25.0,0.0,,2022-10-12
2030,"94,3",11443000000000.0,18492000000000.0,26700000000000.0,1620000000000.0,dips,1.0,11.0,0.0,80.49,2022-10-14
2031,"94,3",11443000000000.0,18492000000000.0,26700000000000.0,1620000000000.0,dips,2.0,7.0,0.0,80.49,2022-10-14
2032,"94,3",11443000000000.0,18492000000000.0,26700000000000.0,1620000000000.0,dips,3.0,6.0,0.0,80.49,2022-10-14
2033,"94,3",11443000000000.0,18492000000000.0,26700000000000.0,1620000000000.0,lat pulldown,1.0,20.0,0.0,80.49,2022-10-14
2034,"94,3",11443000000000.0,18492000000000.0,26700000000000.0,1620000000000.0,lat pulldown,2.0,16.0,0.0,80.49,2022-10-14
2035,"94,3",11443000000000.0,18492000000000.0,26700000000000.0,1620000000000.0,lat pulldown,3.0,16.0,0.0,80.49,2022-10-14
2036,"94,3",11443000000000.0,18492000000000.0,26700000000000.0,1620000000000.0,push ups,1.0,5.0,22.5,80.49,2022-10-14
2037,"94,3",11443000000000.0,18492000000000.0,26700000000000.0,1620000000000.0,push ups,2.0,5.0,22.5,80.49,2022-10-14
2038,"94,3",11443000000000.0,18492000000000.0,26700000000000.0,1620000000000.0,push ups,3.0,5.0,20.0,80.49,2022-10-14
2039,"94,3",11443000000000.0,18492000000000.0,26700000000000.0,1620000000000.0,push ups,4.0,5.0,17.5,80.49,2022-10-14
2040,"94,3",11443000000000.0,18492000000000.0,26700000000000.0,1620000000000.0,side lateral,1.0,15.0,5.0,80.49,2022-10-14
2041,"94,3",11443000000000.0,18492000000000.0,26700000000000.0,1620000000000.0,side lateral,2.0,14.0,5.0,80.49,2022-10-14
2042,"94,3",11443000000000.0,18492000000000.0,26700000000000.0,1620000000000.0,side lateral,3.0,12.0,5.0,80.49,2022-10-14
2043,"94,3",11443000000000.0,18492000000000.0,26700000000000.0,1620000000000.0,tricep extensions,1.0,10.0,0.0,80.49,2022-10-14
2044,"94,3",11443000000000.0,18492000000000.0,26700000000000.0,1620000000000.0,tricep extensions,2.0,10.0,0.0,80.49,2022-10-14
2045,"94,3",11443000000000.0,18492000000000.0,26700000000000.0,1620000000000.0,tricep extensions,3.0,9.0,0.0,80.49,2022-10-14
2046,"94,3",11443000000000.0,18492000000000.0,26700000000000.0,1620000000000.0,inverted rows,1.0,11.0,15.0,80.49,2022-10-14
2047,"94,3",11443000000000.0,18492000000000.0,26700000000000.0,1620000000000.0,inverted rows,2.0,10.0,10.0,80.49,2022-10-14
2048,"94,3",11443000000000.0,18492000000000.0,26700000000000.0,1620000000000.0,inverted rows,3.0,10.0,0.0,80.49,2022-10-14
2050,"90,2",5494000000000.0,15306000000000.0,21060000000000.0,2280000000000.0,squat (pause),1.0,5.0,75.0,,2022-10-16
2051,"90,2",5494000000000.0,15306000000000.0,21060000000000.0,2280000000000.0,squat (pause),2.0,5.0,75.0,,2022-10-16
2052,"90,2",5494000000000.0,15306000000000.0,21060000000000.0,2280000000000.0,squat (pause),3.0,5.0,75.0,,2022-10-16
2053,"90,2",5494000000000.0,15306000000000.0,21060000000000.0,2280000000000.0,sumo dl,1.0,5.0,120.0,,2022-10-16
2054,"90,2",5494000000000.0,15306000000000.0,21060000000000.0,2280000000000.0,sumo dl,2.0,6.0,110.0,,2022-10-16
2055,"90,2",5494000000000.0,15306000000000.0,21060000000000.0,2280000000000.0,sumo dl,3.0,5.0,110.0,,2022-10-16
2056,"90,2",5494000000000.0,15306000000000.0,21060000000000.0,2280000000000.0,sumo dl,4.0,6.0,105.0,,2022-10-16
2058,"90,5",10980000000000.0,20050000000000.0,29280000000000.0,3060000000000.0,chin ups,1.0,6.0,10.0,80.86,2022-10-18
2059,"90,5",10980000000000.0,20050000000000.0,29280000000000.0,3060000000000.0,chin ups,2.0,6.0,10.0,80.86,2022-10-18
2060,"90,5",10980000000000.0,20050000000000.0,29280000000000.0,3060000000000.0,chin ups,3.0,5.0,10.0,80.86,2022-10-18
2061,"90,5",10980000000000.0,20050000000000.0,29280000000000.0,3060000000000.0,db curls,1.0,9.0,14.5,80.86,2022-10-18
2062,"90,5",10980000000000.0,20050000000000.0,29280000000000.0,3060000000000.0,db curls,2.0,8.0,14.5,80.86,2022-10-18
2063,"90,5",10980000000000.0,20050000000000.0,29280000000000.0,3060000000000.0,db curls,3.0,7.0,14.5,80.86,2022-10-18
2064,"90,5",10980000000000.0,20050000000000.0,29280000000000.0,3060000000000.0,inverted delt rows,1.0,16.0,0.0,80.86,2022-10-18
2065,"90,5",10980000000000.0,20050000000000.0,29280000000000.0,3060000000000.0,inverted delt rows,2.0,13.0,0.0,80.86,2022-10-18
