,effectivity,deep sleep,quality sleep,time asleep,time awake,exercise,set #,reps,weight,bodyweight,date
1100,"93,6",17100000000000.0,24821000000000.0,29700000000000.0,2040000000000.0,squats,4.0,6.0,85.0,79.7,2022-05-28
1101,"93,6",17100000000000.0,24821000000000.0,29700000000000.0,2040000000000.0,barbell curls,1.0,8.0,42.5,79.7,2022-05-28
1102,"93,6",17100000000000.0,24821000000000.0,29700000000000.0,2040000000000.0,barbell curls,2.0,6.0,42.5,79.7,2022-05-28
1103,"93,6",17100000000000.0,24821000000000.0,29700000000000.0,2040000000000.0,barbell curls,3.0,7.0,40.0,79.7,2022-05-28
1104,"93,6",17100000000000.0,24821000000000.0,29700000000000.0,2040000000000.0,bench press,1.0,4.0,67.5,79.7,2022-05-28
1105,"93,6",17100000000000.0,24821000000000.0,29700000000000.0,2040000000000.0,bench press,2.0,5.0,65.0,79.7,2022-05-28
1106,"93,6",17100000000000.0,24821000000000.0,29700000000000.0,2040000000000.0,bench press,3.0,5.0,62.5,79.7,2022-05-28
1107,"93,6",17100000000000.0,24821000000000.0,29700000000000.0,2040000000000.0,bench press,4.0,5.0,62.5,79.7,2022-05-28
1108,"93,6",17100000000000.0,24821000000000.0,29700000000000.0,2040000000000.0,inverted delt rows,1.0,13.0,0.0,79.7,2022-05-28
1109,"93,6",17100000000000.0,24821000000000.0,29700000000000.0,2040000000000.0,inverted delt rows,2.0,11.0,0.0,79.7,2022-05-28
1110,"93,6",17100000000000.0,24821000000000.0,29700000000000.0,2040000000000.0,inverted delt rows,3.0,11.0,0.0,79.7,2022-05-28
1111,"93,6",17100000000000.0,24821000000000.0,29700000000000.0,2040000000000.0,good mornings,1.0,12.0,50.0,79.7,2022-05-28
1112,"93,6",17100000000000.0,24821000000000.0,29700000000000.0,2040000000000.0,good mornings,2.0,12.0,50.0,79.7,2022-05-28
1113,"93,6",17100000000000.0,24821000000000.0,29700000000000.0,2040000000000.0,good mornings,3.0,12.0,50.0,79.7,2022-05-28
1114,"93,6",17100000000000.0,24821000000000.0,29700000000000.0,2040000000000.0,overhead press,1.0,5.0,45.0,79.7,2022-05-28
1115,"93,6",17100000000000.0,24821000000000.0,29700000000000.0,2040000000000.0,overhead press,2.0,5.0,42.5,79.7,2022-05-28
1116,"93,6",17100000000000.0,24821000000000.0,29700000000000.0,2040000000000.0,overhead press,3.0,6.0,40.0,79.7,2022-05-28
1117,"93,6",17100000000000.0,24821000000000.0,29700000000000.0,2040000000000.0,straight arm pulldown,1.0,13.0,5.0,79.7,2022-05-28
1118,"93,6",17100000000000.0,24821000000000.0,29700000000000.0,2040000000000.0,straight arm pulldown,2.0,12.0,5.0,79.7,2022-05-28
1119,"93,6",17100000000000.0,24821000000000.0,29700000000000.0,2040000000000.0,straight arm pulldown,3.0,10.0,5.0,79.7,2022-05-28
1120,"93,6",17100000000000.0,24821000000000.0,29700000000000.0,2040000000000.0,pull ups,1.0,8.0,10.0,79.7,2022-05-28
1121,"93,6",17100000000000.0,24821000000000.0,29700000000000.0,2040000000000.0,pull ups,2.0,6.0,10.0,79.7,2022-05-28
1122,"93,6",17100000000000.0,24821000000000.0,29700000000000.0,2040000000000.0,pull ups,3.0,6.0,10.0,79.7,2022-05-28
1127,"98,0",13359000000000.0,23654000000000.0,29580000000000.0,600000000000.0,dips,1.0,8.0,5.0,81.61,2022-06-02
1128,"98,0",13359000000000.0,23654000000000.0,29580000000000.0,600000000000.0,dips,2.0,8.0,0.0,81.61,2022-06-02
1129,"98,0",13359000000000.0,23654000000000.0,29580000000000.0,600000000000.0,dips,3.0,6.0,0.0,81.61,2022-06-02
1130,"98,0",13359000000000.0,23654000000000.0,29580000000000.0,600000000000.0,larsen press,1.0,4.0,70.0,81.61,2022-06-02
1131,"98,0",13359000000000.0,23654000000000.0,29580000000000.0,600000000000.0,larsen press,2.0,5.0,65.0,81.61,2022-06-02
1132,"98,0",13359000000000.0,23654000000000.0,29580000000000.0,600000000000.0,larsen press,3.0,7.0,62.5,81.61,2022-06-02
1133,"98,0",13359000000000.0,23654000000000.0,29580000000000.0,600000000000.0,larsen press,4.0,5.0,62.5,81.61,2022-06-02
1134,"98,0",13359000000000.0,23654000000000.0,29580000000000.0,600000000000.0,one arm lat pulldown,1.0,9.0,30.0,81.61,2022-06-02
1135,"98,0",13359000000000.0,23654000000000.0,29580000000000.0,600000000000.0,one arm lat pulldown,2.0,8.0,30.0,81.61,2022-06-02
1136,"98,0",13359000000000.0,23654000000000.0,29580000000000.0,600000000000.0,one arm lat pulldown,3.0,8.0,30.0,81.61,2022-06-02
1137,"98,0",13359000000000.0,23654000000000.0,29580000000000.0,600000000000.0,inverted rows,1.0,14.0,0.0,81.61,2022-06-02
1138,"98,0",13359000000000.0,23654000000000.0,29580000000000.0,600000000000.0,inverted rows,2.0,10.0,0.0,81.61,2022-06-02
1139,"98,0",13359000000000.0,23654000000000.0,29580000000000.0,600000000000.0,inverted rows,3.0,8.0,0.0,81.61,2022-06-02
1140,"98,0",13359000000000.0,23654000000000.0,29580000000000.0,600000000000.0,side lateral,1.0,15.0,5.0,81.61,2022-06-02
1141,"98,0",13359000000000.0,23654000000000.0,29580000000000.0,600000000000.0,side lateral,2.0,15.0,5.0,81.61,2022-06-02
1142,"98,0",13359000000000.0,23654000000000.0,29580000000000.0,600000000000.0,side lateral,3.0,14.0,5.0,81.61,2022-06-02
1143,"98,0",13359000000000.0,23654000000000.0,29580000000000.0,600000000000.0,tricep extensions,1.0,12.0,0.0,81.61,2022-06-02
1144,"98,0",13359000000000.0,23654000000000.0,29580000000000.0,600000000000.0,tricep extensions,2.0,14.0,0.0,81.61,2022-06-02
1145,"98,0",13359000000000.0,23654000000000.0,29580000000000.0,600000000000.0,tricep extensions,3.0,13.0,0.0,81.61,2022-06-02
1147,"86,5",8208000000000.0,20417000000000.0,27360000000000.0,4260000000000.0,atg heel elevated squat,1.0,16.0,19.5,80.43,2022-06-04
1148,"86,5",8208000000000.0,20417000000000.0,27360000000000.0,4260000000000.0,atg heel elevated squat,2.0,12.0,19.5,80.43,2022-06-04
1149,"86,5",8208000000000.0,20417000000000.0,27360000000000.0,4260000000000.0,atg heel elevated squat,3.0,11.0,19.5,80.43,2022-06-04
1150,"86,5",8208000000000.0,20417000000000.0,27360000000000.0,4260000000000.0,hamstring curls,1.0,11.0,10.0,80.43,2022-06-04
1151,"86,5",8208000000000.0,20417000000000.0,27360000000000.0,4260000000000.0,hamstring curls,2.0,10.0,10.0,80.43,2022-06-04
1152,"86,5",8208000000000.0,20417000000000.0,27360000000000.0,4260000000000.0,hamstring curls,3.0,9.0,10.0,80.43,2022-06-04
1153,"86,5",8208000000000.0,20417000000000.0,27360000000000.0,4260000000000.0,squat (pin),1.0,7.0,80.0,80.43,2022-06-04
1154,"86,5",8208000000000.0,20417000000000.0,27360000000000.0,4260000000000.0,squat (pin),2.0,7.0,80.0,80.43,2022-06-04
1155,"86,5",8208000000000.0,20417000000000.0,27360000000000.0,4260000000000.0,squat (pin),3.0,6.0,80.0,80.43,2022-06-04
1156,"86,5",8208000000000.0,20417000000000.0,27360000000000.0,4260000000000.0,sumo dl,1.0,5.0,125.0,80.43,2022-06-04
1157,"86,5",8208000000000.0,20417000000000.0,27360000000000.0,4260000000000.0,sumo dl,2.0,5.0,120.0,80.43,2022-06-04
1158,"86,5",8208000000000.0,20417000000000.0,27360000000000.0,4260000000000.0,sumo dl,3.0,5.0,120.0,80.43,2022-06-04
1159,"86,5",8208000000000.0,20417000000000.0,27360000000000.0,4260000000000.0,sumo dl,4.0,6.0,115.0,80.43,2022-06-04
1161,"73,7",2725000000000.0,15325000000000.0,19980000000000.0,7140000000000.0,bench press,1.0,4.0,70.0,81.99000000000001,2022-06-06
1162,"73,7",2725000000000.0,15325000000000.0,19980000000000.0,7140000000000.0,bench press,2.0,5.0,65.0,81.99000000000001,2022-06-06
1163,"73,7",2725000000000.0,15325000000000.0,19980000000000.0,7140000000000.0,bench press,3.0,6.0,62.5,81.99000000000001,2022-06-06
1164,"73,7",2725000000000.0,15325000000000.0,19980000000000.0,7140000000000.0,bench press,4.0,4.0,62.5,81.99000000000001,2022-06-06
1165,"73,7",2725000000000.0,15325000000000.0,19980000000000.0,7140000000000.0,db curls,1.0,12.0,19.5,81.99000000000001,2022-06-06
1166,"73,7",2725000000000.0,15325000000000.0,19980000000000.0,7140000000000.0,db curls,2.0,14.0,17.0,81.99000000000001,2022-06-06
1167,"73,7",2725000000000.0,15325000000000.0,19980000000000.0,7140000000000.0,db curls,3.0,16.0,14.5,81.99000000000001,2022-06-06
1168,"73,7",2725000000000.0,15325000000000.0,19980000000000.0,7140000000000.0,inverted delt rows,1.0,15.0,0.0,81.99000000000001,2022-06-06
1169,"73,7",2725000000000.0,15325000000000.0,19980000000000.0,7140000000000.0,inverted delt rows,2.0,13.0,0.0,81.99000000000001,2022-06-06
1170,"73,7",2725000000000.0,15325000000000.0,19980000000000.0,7140000000000.0,inverted delt rows,3.0,11.0,0.0,81.99000000000001,2022-06-06
1171,"73,7",2725000000000.0,15325000000000.0,19980000000000.0,7140000000000.0,overhead press,1.0,5.0,45.0,81.99000000000001,2022-06-06
1172,"73,7",2725000000000.0,15325000000000.0,19980000000000.0,7140000000000.0,overhead press,2.0,4.0,45.0,81.99000000000001,2022-06-06
1173,"73,7",2725000000000.0,15325000000000.0,19980000000000.0,7140000000000.0,overhead press,3.0,5.0,42.5,81.99000000000001,2022-06-06
1174,"73,7",2725000000000.0,15325000000000.0,19980000000000.0,7140000000000.0,straight arm pulldown,1.0,16.0,5.0,81.99000000000001,2022-06-06
1175,"73,7",2725000000000.0,15325000000000.0,19980000000000.0,7140000000000.0,straight arm pulldown,2.0,14.0,5.0,81.99000000000001,2022-06-06
1176,"73,7",2725000000000.0,15325000000000.0,19980000000000.0,7140000000000.0,straight arm pulldown,3.0,14.0,5.0,81.99000000000001,2022-06-06
1177,"73,7",2725000000000.0,15325000000000.0,19980000000000.0,7140000000000.0,pull ups,1.0,6.0,12.5,81.99000000000001,2022-06-06
1178,"73,7",2725000000000.0,15325000000000.0,19980000000000.0,7140000000000.0,pull ups,2.0,6.0,10.0,81.99000000000001,2022-06-06
1179,"73,7",2725000000000.0,15325000000000.0,19980000000000.0,7140000000000.0,pull ups,3.0,6.0,10.0,81.99000000000001,2022-06-06
1181,"86,4",0.0,15271000000000.0,21420000000000.0,3360000000000.0,squats,1.0,5.0,92.5,81.535,2022-06-08
1182,"86,4",0.0,15271000000000.0,21420000000000.0,3360000000000.0,squats,2.0,5.0,90.0,81.535,2022-06-08
1183,"86,4",0.0,15271000000000.0,21420000000000.0,3360000000000.0,squats,3.0,6.0,85.0,81.535,2022-06-08
1184,"86,4",0.0,15271000000000.0,21420000000000.0,3360000000000.0,squats,4.0,6.0,85.0,81.535,2022-06-08
1185,"86,4",0.0,15271000000000.0,21420000000000.0,3360000000000.0,good mornings,1.0,14.0,60.0,81.535,2022-06-08
1186,"86,4",0.0,15271000000000.0,21420000000000.0,3360000000000.0,good mornings,2.0,14.0,60.0,81.535,2022-06-08
1187,"86,4",0.0,15271000000000.0,21420000000000.0,3360000000000.0,good mornings,3.0,13.0,60.0,81.535,2022-06-08
1188,"86,4",0.0,15271000000000.0,21420000000000.0,3360000000000.0,hamstring curls,1.0,12.0,10.0,81.535,2022-06-08
1189,"86,4",0.0,15271000000000.0,21420000000000.0,3360000000000.0,hamstring curls,2.0,11.0,10.0,81.535,2022-06-08
1190,"86,4",0.0,15271000000000.0,21420000000000.0,3360000000000.0,hamstring curls,3.0,8.0,10.0,81.535,2022-06-08
1191,"86,4",0.0,15271000000000.0,21420000000000.0,3360000000000.0,reverse nordics,1.0,8.0,0.0,81.535,2022-06-08
1192,"86,4",0.0,15271000000000.0,21420000000000.0,3360000000000.0,reverse nordics,2.0,8.0,0.0,81.535,2022-06-08
1193,"86,4",0.0,15271000000000.0,21420000000000.0,3360000000000.0,reverse nordics,3.0,7.0,0.0,81.535,2022-06-08
1196,"100,0",11048000000000.0,20576000000000.0,26700000000000.0,0.0,dips,1.0,11.0,0.0,80.465,2022-06-11
1197,"100,0",11048000000000.0,20576000000000.0,26700000000000.0,0.0,dips,2.0,9.0,0.0,80.465,2022-06-11
1198,"100,0",11048000000000.0,20576000000000.0,26700000000000.0,0.0,dips,3.0,7.0,0.0,80.465,2022-06-11
1199,"100,0",11048000000000.0,20576000000000.0,26700000000000.0,0.0,larsen press,1.0,4.0,70.0,80.465,2022-06-11
1200,"100,0",11048000000000.0,20576000000000.0,26700000000000.0,0.0,larsen press,2.0,5.0,65.0,80.465,2022-06-11
1201,"100,0",11048000000000.0,20576000000000.0,26700000000000.0,0.0,larsen press,3.0,5.0,62.5,80.465,2022-06-11
1202,"100,0",11048000000000.0,20576000000000.0,26700000000000.0,0.0,larsen press,4.0,7.0,57.5,80.465,2022-06-11
1203,"100,0",11048000000000.0,20576000000000.0,26700000000000.0,0.0,one arm lat pulldown,1.0,7.0,30.0,80.465,2022-06-11
1204,"100,0",11048000000000.0,20576000000000.0,26700000000000.0,0.0,one arm lat pulldown,2.0,9.0,25.0,80.465,2022-06-11
1205,"100,0",11048000000000.0,20576000000000.0,26700000000000.0,0.0,one arm lat pulldown,3.0,9.0,25.0,80.465,2022-06-11
1206,"100,0",11048000000000.0,20576000000000.0,26700000000000.0,0.0,inverted rows,1.0,14.0,0.0,80.465,2022-06-11
1207,"100,0",11048000000000.0,20576000000000.0,26700000000000.0,0.0,inverted rows,2.0,11.0,0.0,80.465,2022-06-11
1208,"100,0",11048000000000.0,20576000000000.0,26700000000000.0,0.0,inverted rows,3.0,10.0,0.0,80.465,2022-06-11
1209,"100,0",11048000000000.0,20576000000000.0,26700000000000.0,0.0,side lateral,1.0,16.0,5.0,80.465,2022-06-11
1210,"100,0",11048000000000.0,20576000000000.0,26700000000000.0,0.0,side lateral,2.0,15.0,5.0,80.465,2022-06-11
1211,"100,0",11048000000000.0,20576000000000.0,26700000000000.0,0.0,side lateral,3.0,14.0,5.0,80.465,2022-06-11
1212,"100,0",11048000000000.0,20576000000000.0,26700000000000.0,0.0,tricep extensions,1.0,14.0,0.0,80.465,2022-06-11
1213,"100,0",11048000000000.0,20576000000000.0,26700000000000.0,0.0,tricep extensions,2.0,12.0,0.0,80.465,2022-06-11
1214,"100,0",11048000000000.0,20576000000000.0,26700000000000.0,0.0,tricep extensions,3.0,11.0,0.0,80.465,2022-06-11
1216,"90,2",6628000000000.0,21141000000000.0,30300000000000.0,3300000000000.0,atg heel elevated squat,1.0,14.0,22.0,79.85,2022-06-13
1217,"90,2",6628000000000.0,21141000000000.0,30300000000000.0,3300000000000.0,atg heel elevated squat,2.0,12.0,22.0,79.85,2022-06-13
1218,"90,2",6628000000000.0,21141000000000.0,30300000000000.0,3300000000000.0,atg heel elevated squat,3.0,12.0,22.0,79.85,2022-06-13
1219,"90,2",6628000000000.0,21141000000000.0,30300000000000.0,3300000000000.0,hamstring curls,1.0,10.0,10.0,79.85,2022-06-13
1220,"90,2",6628000000000.0,21141000000000.0,30300000000000.0,3300000000000.0,hamstring curls,2.0,9.0,10.0,79.85,2022-06-13
1221,"90,2",6628000000000.0,21141000000000.0,30300000000000.0,3300000000000.0,hamstring curls,3.0,8.0,10.0,79.85,2022-06-13
1222,"90,2",6628000000000.0,21141000000000.0,30300000000000.0,3300000000000.0,squat (pin),1.0,7.0,80.0,79.85,2022-06-13
1223,"90,2",6628000000000.0,21141000000000.0,30300000000000.0,3300000000000.0,squat (pin),2.0,6.0,80.0,79.85,2022-06-13
1224,"90,2",6628000000000.0,21141000000000.0,30300000000000.0,3300000000000.0,squat (pin),3.0,6.0,80.0,79.85,2022-06-13
1225,"90,2",6628000000000.0,21141000000000.0,30300000000000.0,3300000000000.0,sumo dl,1.0,2.0,125.0,79.85,2022-06-13
1226,"90,2",6628000000000.0,21141000000000.0,30300000000000.0,3300000000000.0,sumo dl,2.0,5.0,115.0,79.85,2022-06-13
1227,"90,2",6628000000000.0,21141000000000.0,30300000000000.0,3300000000000.0,sumo dl,3.0,3.0,110.0,79.85,2022-06-13
1228,"90,2",6628000000000.0,21141000000000.0,30300000000000.0,3300000000000.0,sumo dl,4.0,10.0,90.0,79.85,2022-06-13
1230,"100,0",11611000000000.0,20976000000000.0,31260000000000.0,0.0,db curls,1.0,10.0,19.5,80.42,2022-06-15
1231,"100,0",11611000000000.0,20976000000000.0,31260000000000.0,0.0,db curls,2.0,10.0,17.0,80.42,2022-06-15
1232,"100,0",11611000000000.0,20976000000000.0,31260000000000.0,0.0,db curls,3.0,18.0,12.0,80.42,2022-06-15
1233,"100,0",11611000000000.0,20976000000000.0,31260000000000.0,0.0,inverted delt rows,1.0,13.0,0.0,80.42,2022-06-15
1234,"100,0",11611000000000.0,20976000000000.0,31260000000000.0,0.0,inverted delt rows,2.0,11.0,0.0,80.42,2022-06-15
1235,"100,0",11611000000000.0,20976000000000.0,31260000000000.0,0.0,inverted delt rows,3.0,11.0,0.0,80.42,2022-06-15
1236,"100,0",11611000000000.0,20976000000000.0,31260000000000.0,0.0,overhead press,1.0,5.0,45.0,80.42,2022-06-15
1237,"100,0",11611000000000.0,20976000000000.0,31260000000000.0,0.0,overhead press,2.0,6.0,40.0,80.42,2022-06-15
1238,"100,0",11611000000000.0,20976000000000.0,31260000000000.0,0.0,overhead press,3.0,5.0,40.0,80.42,2022-06-15
1239,"100,0",11611000000000.0,20976000000000.0,31260000000000.0,0.0,push ups,1.0,6.0,20.0,80.42,2022-06-15
1240,"100,0",11611000000000.0,20976000000000.0,31260000000000.0,0.0,push ups,2.0,5.0,20.0,80.42,2022-06-15
1241,"100,0",11611000000000.0,20976000000000.0,31260000000000.0,0.0,push ups,3.0,4.0,17.5,80.42,2022-06-15
1242,"100,0",11611000000000.0,20976000000000.0,31260000000000.0,0.0,push ups,4.0,5.0,15.0,80.42,2022-06-15
1243,"100,0",11611000000000.0,20976000000000.0,31260000000000.0,0.0,straight arm pulldown,1.0,8.0,10.0,80.42,2022-06-15
1244,"100,0",11611000000000.0,20976000000000.0,31260000000000.0,0.0,straight arm pulldown,2.0,16.0,5.0,80.42,2022-06-15
1245,"100,0",11611000000000.0,20976000000000.0,31260000000000.0,0.0,straight arm pulldown,3.0,14.0,5.0,80.42,2022-06-15
1246,"100,0",11611000000000.0,20976000000000.0,31260000000000.0,0.0,pull ups,1.0,6.0,12.5,80.42,2022-06-15
1247,"100,0",11611000000000.0,20976000000000.0,31260000000000.0,0.0,pull ups,2.0,6.0,10.0,80.42,2022-06-15
1248,"100,0",11611000000000.0,20976000000000.0,31260000000000.0,0.0,pull ups,3.0,6.0,10.0,80.42,2022-06-15
1250,"89,7",11996000000000.0,21789000000000.0,26760000000000.0,3060000000000.0,squats,1.0,6.0,90.0,81.87333333333333,2022-06-17
1251,"89,7",11996000000000.0,21789000000000.0,26760000000000.0,3060000000000.0,squats,2.0,5.0,90.0,81.87333333333333,2022-06-17
1252,"89,7",11996000000000.0,21789000000000.0,26760000000000.0,3060000000000.0,squats,3.0,5.0,90.0,81.87333333333333,2022-06-17
1253,"89,7",11996000000000.0,21789000000000.0,26760000000000.0,3060000000000.0,squats,4.0,6.0,85.0,81.87333333333333,2022-06-17
1254,"89,7",11996000000000.0,21789000000000.0,26760000000000.0,3060000000000.0,good mornings,1.0,12.0,65.0,81.87333333333333,2022-06-17
1255,"89,7",11996000000000.0,21789000000000.0,26760000000000.0,3060000000000.0,good mornings,2.0,14.0,65.0,81.87333333333333,2022-06-17
1256,"89,7",11996000000000.0,21789000000000.0,26760000000000.0,3060000000000.0,good mornings,3.0,13.0,65.0,81.87333333333333,2022-06-17
1257,"89,7",11996000000000.0,21789000000000.0,26760000000000.0,3060000000000.0,hamstring curls,1.0,11.0,10.0,81.87333333333333,2022-06-17
1258,"89,7",11996000000000.0,21789000000000.0,26760000000000.0,3060000000000.0,hamstring curls,2.0,10.0,10.0,81.87333333333333,2022-06-17
1259,"89,7",11996000000000.0,21789000000000.0,26760000000000.0,3060000000000.0,hamstring curls,3.0,9.0,10.0,81.87333333333333,2022-06-17
1260,"89,7",11996000000000.0,21789000000000.0,26760000000000.0,3060000000000.0,reverse nordics,1.0,8.0,0.0,81.87333333333333,2022-06-17
1261,"89,7",11996000000000.0,21789000000000.0,26760000000000.0,3060000000000.0,reverse nordics,2.0,7.0,0.0,81.87333333333333,2022-06-17
1262,"89,7",11996000000000.0,21789000000000.0,26760000000000.0,3060000000000.0,reverse nordics,3.0,7.0,0.0,81.87333333333333,2022-06-17
1264,"94,0",8204000000000.0,17617000000000.0,23700000000000.0,1500000000000.0,bench press,1.0,5.0,65.0,81.81333333333333,2022-06-19
1265,"94,0",8204000000000.0,17617000000000.0,23700000000000.0,1500000000000.0,bench press,2.0,6.0,60.0,81.81333333333333,2022-06-19
1266,"94,0",8204000000000.0,17617000000000.0,23700000000000.0,1500000000000.0,bench press,3.0,7.0,55.0,81.81333333333333,2022-06-19
1267,"94,0",8204000000000.0,17617000000000.0,23700000000000.0,1500000000000.0,bench press,4.0,7.0,55.0,81.81333333333333,2022-06-19
1268,"94,0",8204000000000.0,17617000000000.0,23700000000000.0,1500000000000.0,dips,1.0,10.0,0.0,81.81333333333333,2022-06-19
1269,"94,0",8204000000000.0,17617000000000.0,23700000000000.0,1500000000000.0,dips,2.0,8.0,0.0,81.81333333333333,2022-06-19
1270,"94,0",8204000000000.0,17617000000000.0,23700000000000.0,1500000000000.0,dips,3.0,7.0,0.0,81.81333333333333,2022-06-19
1271,"94,0",8204000000000.0,17617000000000.0,23700000000000.0,1500000000000.0,one arm lat pulldown,1.0,8.0,30.0,81.81333333333333,2022-06-19
1272,"94,0",8204000000000.0,17617000000000.0,23700000000000.0,1500000000000.0,one arm lat pulldown,2.0,11.0,25.0,81.81333333333333,2022-06-19
1273,"94,0",8204000000000.0,17617000000000.0,23700000000000.0,1500000000000.0,one arm lat pulldown,3.0,11.0,25.0,81.81333333333333,2022-06-19
1274,"94,0",8204000000000.0,17617000000000.0,23700000000000.0,1500000000000.0,inverted rows,1.0,15.0,0.0,81.81333333333333,2022-06-19
1275,"94,0",8204000000000.0,17617000000000.0,23700000000000.0,1500000000000.0,inverted rows,2.0,12.0,0.0,81.81333333333333,2022-06-19
1276,"94,0",8204000000000.0,17617000000000.0,23700000000000.0,1500000000000.0,inverted rows,3.0,11.0,0.0,81.81333333333333,2022-06-19
1277,"94,0",8204000000000.0,17617000000000.0,23700000000000.0,1500000000000.0,side lateral,1.0,14.0,5.0,81.81333333333333,2022-06-19
1278,"94,0",8204000000000.0,17617000000000.0,23700000000000.0,1500000000000.0,side lateral,2.0,12.0,5.0,81.81333333333333,2022-06-19
1279,"94,0",8204000000000.0,17617000000000.0,23700000000000.0,1500000000000.0,side lateral,3.0,10.0,5.0,81.81333333333333,2022-06-19
1280,"94,0",8204000000000.0,17617000000000.0,23700000000000.0,1500000000000.0,tricep extensions,1.0,14.0,0.0,81.81333333333333,2022-06-19
1281,"94,0",8204000000000.0,17617000000000.0,23700000000000.0,1500000000000.0,tricep extensions,2.0,11.0,0.0,81.81333333333333,2022-06-19
1282,"94,0",8204000000000.0,17617000000000.0,23700000000000.0,1500000000000.0,tricep extensions,3.0,10.0,0.0,81.81333333333333,2022-06-19
1285,"100,0",9958000000000.0,21681000000000.0,30780000000000.0,0.0,atg heel elevated squat,1.0,16.0,22.0,81.31,2022-06-22
1286,"100,0",9958000000000.0,21681000000000.0,30780000000000.0,0.0,atg heel elevated squat,2.0,14.0,22.0,81.31,2022-06-22
1287,"100,0",9958000000000.0,21681000000000.0,30780000000000.0,0.0,atg heel elevated squat,3.0,12.0,22.0,81.31,2022-06-22
1288,"100,0",9958000000000.0,21681000000000.0,30780000000000.0,0.0,hamstring curls,1.0,12.0,10.0,81.31,2022-06-22
1289,"100,0",9958000000000.0,21681000000000.0,30780000000000.0,0.0,hamstring curls,2.0,11.0,10.0,81.31,2022-06-22
1290,"100,0",9958000000000.0,21681000000000.0,30780000000000.0,0.0,hamstring curls,3.0,9.0,10.0,81.31,2022-06-22
1291,"100,0",9958000000000.0,21681000000000.0,30780000000000.0,0.0,squat (pin),1.0,6.0,85.0,81.31,2022-06-22
1292,"100,0",9958000000000.0,21681000000000.0,30780000000000.0,0.0,squat (pin),2.0,5.0,85.0,81.31,2022-06-22
1293,"100,0",9958000000000.0,21681000000000.0,30780000000000.0,0.0,squat (pin),3.0,6.0,80.0,81.31,2022-06-22
1294,"100,0",9958000000000.0,21681000000000.0,30780000000000.0,0.0,sumo dl,1.0,6.0,120.0,81.31,2022-06-22
1295,"100,0",9958000000000.0,21681000000000.0,30780000000000.0,0.0,sumo dl,2.0,5.0,120.0,81.31,2022-06-22
1296,"100,0",9958000000000.0,21681000000000.0,30780000000000.0,0.0,sumo dl,3.0,5.0,120.0,81.31,2022-06-22
1297,"100,0",9958000000000.0,21681000000000.0,30780000000000.0,0.0,sumo dl,4.0,6.0,115.0,81.31,2022-06-22
1299,"91,3",5525000000000.0,15390000000000.0,23940000000000.0,2280000000000.0,inverted delt rows,1.0,14.0,0.0,80.58,2022-06-24
1300,"91,3",5525000000000.0,15390000000000.0,23940000000000.0,2280000000000.0,inverted delt rows,2.0,11.0,0.0,80.58,2022-06-24
1301,"91,3",5525000000000.0,15390000000000.0,23940000000000.0,2280000000000.0,inverted delt rows,3.0,11.0,0.0,80.58,2022-06-24
1302,"91,3",5525000000000.0,15390000000000.0,23940000000000.0,2280000000000.0,overhead press,1.0,7.0,40.0,80.58,2022-06-24
1303,"91,3",5525000000000.0,15390000000000.0,23940000000000.0,2280000000000.0,overhead press,2.0,5.0,40.0,80.58,2022-06-24
1304,"91,3",5525000000000.0,15390000000000.0,23940000000000.0,2280000000000.0,overhead press,3.0,5.0,40.0,80.58,2022-06-24
1305,"91,3",5525000000000.0,15390000000000.0,23940000000000.0,2280000000000.0,push ups,1.0,7.0,20.0,80.58,2022-06-24
1306,"91,3",5525000000000.0,15390000000000.0,23940000000000.0,2280000000000.0,push ups,2.0,5.0,20.0,80.58,2022-06-24
1307,"91,3",5525000000000.0,15390000000000.0,23940000000000.0,2280000000000.0,push ups,3.0,6.0,15.0,80.58,2022-06-24
1308,"91,3",5525000000000.0,15390000000000.0,23940000000000.0,2280000000000.0,push ups,4.0,5.0,15.0,80.58,2022-06-24
1309,"91,3",5525000000000.0,15390000000000.0,23940000000000.0,2280000000000.0,straight arm pulldown,1.0,8.0,10.0,80.58,2022-06-24
1310,"91,3",5525000000000.0,15390000000000.0,23940000000000.0,2280000000000.0,straight arm pulldown,2.0,7.0,10.0,80.58,2022-06-24
1311,"91,3",5525000000000.0,15390000000000.0,23940000000000.0,2280000000000.0,straight arm pulldown,3.0,14.0,5.0,80.58,2022-06-24
1312,"91,3",5525000000000.0,15390000000000.0,23940000000000.0,2280000000000.0,pull ups,1.0,7.0,12.5,80.58,2022-06-24
1313,"91,3",5525000000000.0,15390000000000.0,23940000000000.0,2280000000000.0,pull ups,2.0,6.0,12.5,80.58,2022-06-24
1314,"91,3",5525000000000.0,15390000000000.0,23940000000000.0,2280000000000.0,pull ups,3.0,7.0,10.0,80.58,2022-06-24
1317,"93,8",11839000000000.0,20428000000000.0,25500000000000.0,1680000000000.0,squats,1.0,5.0,95.0,81.65666666666668,2022-06-27
1318,"93,8",11839000000000.0,20428000000000.0,25500000000000.0,1680000000000.0,squats,2.0,5.0,90.0,81.65666666666668,2022-06-27
1319,"93,8",11839000000000.0,20428000000000.0,25500000000000.0,1680000000000.0,squats,3.0,5.0,90.0,81.65666666666668,2022-06-27
1320,"93,8",11839000000000.0,20428000000000.0,25500000000000.0,1680000000000.0,squats,4.0,6.0,85.0,81.65666666666668,2022-06-27
