exercise,set #,reps,weight,bodyweight,date
inverted rows,1,12.0,0.0,78.35666666666667,2022-02-18
inverted rows,2,12.0,0.0,78.35666666666667,2022-02-18
inverted rows,3,12.0,0.0,78.35666666666667,2022-02-18
lat pulldown,1,10.0,60.0,78.35666666666667,2022-02-18
lat pulldown,2,8.0,60.0,78.35666666666667,2022-02-18
lat pulldown,3,10.0,55.0,78.35666666666667,2022-02-18
pull ups,1,5.0,16.25,78.35666666666667,2022-02-18
pull ups,2,5.0,15.0,78.35666666666667,2022-02-18
pull ups,3,5.0,13.75,78.35666666666667,2022-02-18
pull ups,4,5.0,12.5,78.35666666666667,2022-02-18
barbell hacksquat,1,5.0,112.5,77.38,2022-02-20
barbell hacksquat,2,4.0,112.5,77.38,2022-02-20
barbell hacksquat,3,4.0,110.0,77.38,2022-02-20
barbell hacksquat,4,4.0,110.0,77.38,2022-02-20
romanian deadlifts,1,14.0,95.0,77.38,2022-02-20
romanian deadlifts,2,12.0,95.0,77.38,2022-02-20
romanian deadlifts,3,11.0,95.0,77.38,2022-02-20
reverse nordics,1,16.0,0.0,77.38,2022-02-20
reverse nordics,2,12.0,0.0,77.38,2022-02-20
reverse nordics,3,11.0,0.0,77.38,2022-02-20
hamstring curls,1,10.0,5.0,77.38,2022-02-20
hamstring curls,2,9.0,5.0,77.38,2022-02-20
hamstring curls,3,7.0,5.0,77.38,2022-02-20
barbell curls,1,8.0,42.5,78.335,2022-02-22
barbell curls,2,7.0,42.5,78.335,2022-02-22
barbell curls,3,6.0,42.5,78.335,2022-02-22
decline push ups,1,9.0,0.0,78.335,2022-02-22
decline push ups,2,6.0,0.0,78.335,2022-02-22
decline push ups,3,6.0,0.0,78.335,2022-02-22
decline push ups,4,6.0,0.0,78.335,2022-02-22
side lateral,1,18.0,0.0,78.335,2022-02-22
side lateral,2,18.0,0.0,78.335,2022-02-22
side lateral,3,18.0,0.0,78.335,2022-02-22
straight arm pulldown,1,16.0,20.0,78.335,2022-02-22
straight arm pulldown,2,14.0,20.0,78.335,2022-02-22
straight arm pulldown,3,12.0,20.0,78.335,2022-02-22
push ups,1,5.0,20.0,78.335,2022-02-22
push ups,2,5.0,20.0,78.335,2022-02-22
push ups,3,5.0,17.5,78.335,2022-02-22
push ups,4,4.0,15.0,78.335,2022-02-22
wide grip rows,1,12.0,55.0,78.335,2022-02-22
wide grip rows,2,11.0,55.0,78.335,2022-02-22
wide grip rows,3,10.0,55.0,78.335,2022-02-22
atg split squats,1,7.0,29.0,78.34,2022-02-24
atg split squats,2,7.0,29.0,78.34,2022-02-24
atg split squats,3,7.0,29.0,78.34,2022-02-24
hamstring curls,1,12.0,5.0,78.34,2022-02-24
hamstring curls,2,10.0,5.0,78.34,2022-02-24
hamstring curls,3,8.0,5.0,78.34,2022-02-24
sissy squats,1,9.0,0.0,78.34,2022-02-24
sissy squats,2,8.0,0.0,78.34,2022-02-24
sissy squats,3,8.0,0.0,78.34,2022-02-24
sumo dl,1,6.0,110.0,78.34,2022-02-24
sumo dl,2,5.0,110.0,78.34,2022-02-24
sumo dl,3,5.0,110.0,78.34,2022-02-24
sumo dl,4,5.0,110.0,78.34,2022-02-24
db shoulder press,1,6.0,22.0,78.405,2022-02-26
db shoulder press,2,6.0,22.0,78.405,2022-02-26
